opstina,mesto,ulica,cena,povrsina,cena_po_m2,broj_soba,stanje,sprat,grejanje,uknjizenost,parking_garaza,Lift,Terasa,Lodja,Tavan,Podrum,namesten,godina_izgradnje,X,Y
Zemun,Sava Kovacevic,Mice Radakovica,95000,56,1696,2.5,Novo,1,Centralno,Uknjizeno,1,0,0,1,0,0,Prazno,2008,44.84269,20.39228
Zemun,Sava Kovacevic,Mice Radakovica,95000,56,1696,2.5,Novo,1,Centralno,Uknjizeno,1,0,0,1,0,0,Prazno,2008,44.84269,20.39228
Zemun,Zemun - Centar,Mice Radakovica,95000,56,1696,2.5,Novo,1,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.84269,20.39228
Zvezdara,Mirijevo,Mihaila Bulgakova,95000,85,1118,2.5,Novo,3,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.78725,20.54187
Zemun,Sava Kovacevic,Bosanska,94610,58,1631,2.5,Novo,2,Etazno,NA,0,1,0,1,0,0,Prazno,NA,44.84618,20.38947
Vozdovac,Banjica,Banjica,94550,61,1550,2.5,Novo,1,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.75944,20.47304
Zvezdara,Bulbulder,Ðuriceva,93500,55,1700,2.5,Novo,5,Centralno,Nije uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.80414,20.49033
Novi Beograd,Blok 63,Vojvodanska,93000,58,1603,2.5,Novo,4,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,2011,44.80652,20.37317
Zvezdara,Cvetkova Pijaca,Živka Davidovica,92800,58,1600,2.5,Novo,NA,Etazno,NA,0,1,0,1,0,0,Prazno,2018,44.78898,20.51366
Vozdovac,Banjica,Banjica,91450,59,1550,2.5,Novo,4,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.75944,20.47304
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,90720,54,1680,2.5,Novo,4,Etazno,Uknjizeno,0,1,0,0,0,0,NA,2020,44.78706,20.51003
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,90720,54,1680,2.5,Novo,3,Etazno,Uknjizeno,0,1,0,0,0,0,NA,2020,44.78706,20.51003
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,90720,54,1680,2.5,Novo,2,Etazno,Uknjizeno,0,1,0,0,0,0,NA,2020,44.78706,20.51003
Novi Beograd,Ledine,Surcinska,90200,82,1100,2.5,Novo,3,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,Prazno,2018,44.80367,20.34363
Vozdovac,Lekino Brdo,Cankareva,89900,55,1635,2.5,Novo,NA,Centralno,Uknjizeno,0,1,1,1,0,0,Prazno,NA,44.78905,20.47738
Vozdovac,Lekino Brdo,Kralja Bodina,89500,46,1946,2.5,Novo,Prizemlje,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2014,44.78888,20.48652
Vozdovac,Lekino Brdo,Kralja Bodina,89500,46,1946,2.5,Novo,NA,Centralno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.78888,20.48652
Vozdovac,Lekino Brdo,Lekino Brdo,89500,46,1946,2.5,Novo,Prizemlje,Centralno,Uknjizeno,1,1,0,0,0,0,Namesteno,NA,44.78632,20.48037
Zvezdara,Mirijevo,Koste Nada,89000,63,1413,2.5,Novo,1,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.79112,20.54047
Zvezdara,Cvetkova Pijaca,Podujevska,88826,49,1813,2.5,Novo,1,Centralno,Uknjizeno,1,1,1,1,0,0,Namesteno,2020,44.79049,20.51025
Zemun,Meandri,Rade Koncara,88000,65,1354,2.5,Novo,4,Etazno,Nije uknjizeno,0,1,1,0,0,0,Prazno,2018,44.84589,20.386
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,87360,52,1680,2.5,Novo,3,Etazno,Uknjizeno,0,1,0,0,0,0,NA,2020,44.78706,20.51003
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,87360,52,1680,2.5,Novo,4,Etazno,Uknjizeno,0,1,0,0,0,0,NA,2020,44.78706,20.51003
Zvezdara,Uciteljsko Naselje,Uciteljsko Naselje,87360,52,1680,2.5,Novo,1,Etazno,Uknjizeno,0,1,0,0,0,0,NA,2020,44.78706,20.51003
Rakovica,Petlovo Brdo,Oplenacka,87040,67,1299,2.5,Novo,1,Etazno,Nije uknjizeno,0,0,1,0,0,0,Prazno,2020,44.72554,20.42883
Zemun,Gornji Grad,Bosanska,86000,53,1623,2.5,Novo,1,Etazno,Uknjizeno,1,0,1,0,0,0,Prazno,2015,44.84618,20.38947
Zemun,Gornji Grad,Gornji Grad,85175,52,1638,2.5,Novo,2,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.85144,20.39654
Zvezdara,Ðeram,Ðevdelijska,85000,48,1771,2.5,Novo,Prizemlje,Etazno,NA,0,1,1,0,0,0,Prazno,NA,44.79313,20.50491
Zemun,Altina,Ugrinovacki put,85000,60,1417,2.5,Novo,2,Struja,Uknjizeno,1,0,1,0,0,0,Namesteno,NA,44.85837,20.35507
Vozdovac,Brace Jerkovic,Mitropolita Pavla Nenadovica,85000,63,1349,2.5,Novo,Prizemlje,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.77434,20.48765
Zvezdara,Mirijevo,Ljubise Miodragovica,85000,85,1000,2.5,Novo,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,2014,44.79051,20.54756
Zvezdara,Zvezdara,Mite Ruzica,85000,92,924,2.5,Novo,1,Norveski radijatori,Nije uknjizeno,0,0,1,1,0,0,Prazno,2008,44.79205,20.51569
Vozdovac,Banjica,Banjica,83700,54,1550,2.5,Novo,4,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.75944,20.47304
Savski Venac,Dedinje,Dr Vojislava Stojanovica,82000,46,1783,2.5,Novo,2,Centralno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.76208,20.46011
Rakovica,Vidikovacka Padina,Prvoboraca,81600,85,960,2.5,Novo,3,Etazno,Uknjizeno,0,0,1,1,0,0,Namesteno,2010,44.73414,20.42425
Obrenovac,,Obrenovac,81500,102,799,2.5,Novo,4,Centralno,Uknjizeno,1,1,1,0,0,0,NA,2014,44.65374,20.20248
Vozdovac,Brace Jerkovic,Vandjela Tome,81000,51,1588,2.5,Novo,3,Etazno,Uknjizeno,1,0,1,0,0,0,Prazno,2012,44.77699,20.48671
Rakovica,Petlovo Brdo,Oplenacka,80540,62,1299,2.5,Novo,1,Etazno,Nije uknjizeno,0,0,1,0,0,0,Prazno,2020,44.72554,20.42883
Zvezdara,Zeleno Brdo,Majke Angeline,80000,67,1194,2.5,Novo,4,Etazno,Uknjizeno,1,0,1,0,0,0,Prazno,2014,44.78769,20.51954
Zvezdara,Mirijevo,Mihaila Bulgakova,80000,83,964,2.5,Novo,3,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,Namesteno,NA,44.78725,20.54187
Rakovica,Petlovo Brdo,Oplenacka,78000,60,1300,2.5,Novo,Prizemlje,Etazno,Uknjizba u toku,1,0,1,0,0,0,NA,NA,44.72554,20.42883
Zvezdara,Zvezdarska Suma,Lokrumska,78000,64,1219,2.5,Novo,2,Etazno,Nije uknjizeno,0,0,1,0,0,0,Namesteno,2019,44.80535,20.51641
Zemun,Gornji Grad,Krajiska,78000,74,1054,2.5,Novo,NA,Podno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.83929,20.37634
Zvezdara,Zvezdarska Suma,Lokrumska,77800,64,1216,2.5,Novo,1,Etazno,Nije uknjizeno,0,0,1,0,0,0,Namesteno,2019,44.80535,20.51641
Zvezdara,Mirijevo,Vitezova Karadordeve zvezde,77700,74,1050,2.5,Novo,3,Etazno,Uknjizeno,1,0,1,0,0,1,Namesteno,NA,44.79339,20.5249
Zvezdara,Zvezdarska Suma,Lokrumska,76400,63,1213,2.5,Novo,3,Etazno,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2019,44.80535,20.51641
Zvezdara,Zvezdarska Suma,Lokrumska,76300,63,1211,2.5,Novo,4,Etazno,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2019,44.80535,20.51641
Zvezdara,Zeleno Brdo,Zeleno Brdo,75639,52,1455,2.5,Novo,NA,Centralno,Uknjizeno,0,1,0,0,0,0,NA,2019,44.78199,20.52727
Savski Venac,Autokomanda,Dobropoljska,75000,46,1630,2.5,Novo,Suteren,Podno,Uknjizeno,1,1,1,0,0,0,NA,2017,44.79204,20.46296
Vozdovac,Brace Jerkovic,Petra Dobrovica,75000,70,1071,2.5,Novo,1,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.77321,20.49061
Rakovica,Rakovica - Centar,Maricka,75000,75,1000,2.5,Novo,5,Etazno,Nije uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.74375,20.43612
Zvezdara,Zeleno Brdo,Keltska,75000,80,938,2.5,Novo,NA,Etazno,Uknjizeno,1,1,1,0,0,0,Namesteno,2017,44.78288,20.52938
Obrenovac,,Obrenovac,75000,105,714,2.5,Novo,4,Centralno,NA,1,1,1,0,0,1,Prazno,2010,44.65374,20.20248
Zvezdara,Mirijevo,Matice srpske,74600,63,1184,2.5,Novo,NA,Norveski radijatori,NA,1,0,1,0,0,0,NA,2019,44.78901,20.53792
Zvezdara,Mirijevo,Matice Srpske,74600,63,1184,2.5,Novo,1,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.78901,20.53792
Zvezdara,Konjarnik,Vinogradska,74500,55,1355,2.5,Novo,4,Etazno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.78098,20.51463
Zemun,Gornji Grad,Sremskih boraca,73000,53,1377,2.5,Novo,Prizemlje,Etazno,Uknjizeno,1,0,0,1,0,0,Prazno,NA,44.84868,20.38205
Zvezdara,Zvezdarska Suma,Lokrumska,73000,60,1217,2.5,Novo,1,Etazno,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2019,44.80535,20.51641
Zvezdara,Mirijevo,Matice Srpske,72400,63,1149,2.5,Novo,3,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2019,44.78901,20.53792
Zvezdara,Mirijevo,Matice Srpske,72400,64,1131,2.5,Novo,3,Etazno,NA,1,0,1,0,0,0,NA,2019,44.78901,20.53792
Vozdovac,Brace Jerkovic,Vandela Tome,72000,51,1412,2.5,Novo,3,Centralno,Uknjizeno,1,0,1,0,0,0,Prazno,2012,44.77699,20.48671
Zemun,Meandri,Sremskih Boraca,72000,53,1358,2.5,Novo,Prizemlje,Etazno,NA,0,0,1,0,0,0,Prazno,NA,44.84868,20.38205
Zvezdara,Mirijevo,Lazara Trifunovica,72000,60,1200,2.5,Novo,NA,Etazno,Uknjizeno,1,1,0,0,0,0,Namesteno,2019,44.7955,20.53598
Zvezdara,Mirijevo,Lazara Trifunovica,72000,60,1200,2.5,Novo,5,Etazno,Uknjizeno,1,1,1,0,0,0,NA,NA,44.7955,20.53598
Zvezdara,Mirijevo,Jovanke Radakovic,70000,60,1167,2.5,Novo,2,Etazno,Uknjizeno,0,0,0,1,0,0,Prazno,2018,44.79461,20.52353
Zvezdara,Mirijevo,Teodora Mirijevskog,70000,99,707,2.5,Novo,Prizemlje,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.79455,20.53613
Rakovica,Petlovo Brdo,Oplenacka,69600,58,1200,2.5,Novo,Prizemlje,Etazno,Nije uknjizeno,0,0,1,0,0,0,Prazno,2020,44.72554,20.42883
Zemun,Zemun - Centar,Silerova,69500,63,1103,2.5,Novo,Suteren,NA,Uknjizeno,1,0,1,0,0,0,Prazno,NA,44.8468,20.38778
Palilula,Karaburma,Pabla Nerude,68500,62,1105,2.5,Novo,4,NA,NA,0,0,0,1,0,0,Prazno,NA,44.80991,20.52126
Novi Beograd,Ledine,Žanke Stokic,68250,65,1050,2.5,Novo,1,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.803148,20.330277
Novi Beograd,Ledine,Žanke Stokic,68250,65,1050,2.5,Novo,2,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.803148,20.330277
Palilula,Calije,Dragoslava Srejovica,68000,48,1417,2.5,Novo,1,NA,Uknjizeno,1,0,0,1,0,0,Prazno,2020,44.81088,20.50942
Rakovica,Kanarevo Brdo,Ivana Micurina,68000,61,1115,2.5,Novo,3,Struja,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.75119,20.45587
Zvezdara,Kluz,Dusana Radovica,67500,50,1350,2.5,Novo,3,Centralno,Uknjizeno,1,NA,NA,NA,NA,NA,Namesteno,2013,44.79294,20.51881
Palilula,Karaburma,Pabla Nerude,67500,62,1089,2.5,Novo,4,TA pec,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.80991,20.52126
Rakovica,Miljakovac,Miska Kranjca,67000,53,1264,2.5,Novo,3,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.74117,20.44117
Zvezdara,Mirijevo,Kapetana Milosa Žunica,66689,57,1170,2.5,Novo,2,Etazno,NA,0,1,0,1,0,0,NA,2020,44.79345,20.53875
Vozdovac,Brace Jerkovic,Vojvode Vlahovica,66500,55,1209,2.5,Novo,2,Etazno,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.75681,20.50663
Vozdovac,Medakovic,Cvetanova cuprija,66300,51,1300,2.5,Novo,3,Etazno,Nije uknjizeno,0,0,1,0,0,0,NA,2020,44.77489,20.5119
Vozdovac,,Bukovicka,66300,51,1300,2.5,Novo,Prizemlje,Etazno,Uknjizeno,1,1,0,1,0,0,Prazno,NA,44.79863,20.480841
Rakovica,Vidikovac,Patrijarha Joanikija,66300,76,872,2.5,Novo,1,Etazno,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2008,44.73404,20.42149
Rakovica,Petlovo Brdo,Oplenacka,66000,55,1200,2.5,Novo,Prizemlje,Etazno,Nije uknjizeno,0,0,1,0,0,0,Prazno,2020,44.72554,20.42883
Zvezdara,Mirijevo,Sejkina,65000,52,1250,2.5,Novo,2,Etazno,Uknjizeno,1,1,1,0,0,0,NA,2019,44.79762,20.529
Palilula,Karaburma,Pabla Nerude,65000,56,1161,2.5,Novo,4,Struja,Nije uknjizeno,0,0,1,0,0,0,Namesteno,2019,44.80991,20.52126
Palilula,Karaburma,Roda,65000,59,1102,2.5,Novo,Prizemlje,Norveski radijatori,Uknjizeno,0,1,0,2,0,0,NA,NA,44.81118,20.47897
Zvezdara,Cvetkova Pijaca,Podujevska,65000,63,1032,2.5,Novo,Nisko,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,Namesteno,NA,44.79049,20.51025
Zvezdara,Mirijevo,Jelisavete Andrejevic,65000,67,970,2.5,Novo,3,Centralno,Uknjizeno,0,0,1,1,0,0,NA,2013,44.79333,20.53213
Vozdovac,Jajinci,Kolonija,64900,59,1100,2.5,Novo,1,Norveski radijatori,Nije uknjizeno,1,1,1,0,0,0,Namesteno,2019,44.75095,20.47668
Palilula,Karaburma,Mirijevsko brdo,64900,59,1100,2.5,Novo,Prizemlje,Norveski radijatori,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81153,20.52835
Zvezdara,Mirijevo,Mirijevsko brdo,64900,59,1100,2.5,Novo,Prizemlje,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,2019,44.81153,20.52835
Vozdovac,Brace Jerkovic,Vojvode Vlahovica,64900,73,889,2.5,Novo,Prizemlje,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,2015,44.75681,20.50663
Zvezdara,Mirijevo,Mihaila Bulgakova,64400,56,1150,2.5,Novo,1,Etazno,Nije uknjizeno,0,1,1,0,0,0,Namesteno,2020,44.78725,20.54187
Zvezdara,Mirijevo,Mihaila Bulgakova,64400,56,1150,2.5,Novo,3,Etazno,Nije uknjizeno,0,1,1,0,0,0,Namesteno,2020,44.78725,20.54187
Zvezdara,Mirijevo,Vlastimira Ðuze Stojiljkovica,64400,56,1150,2.5,Novo,1,Norveski radijatori,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.79313,20.50491
Zvezdara,Mirijevo,Vlastimira Ðuze Stojiljkovica,64400,56,1150,2.5,Novo,2,Norveski radijatori,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.79313,20.50491
Zvezdara,Mirijevo,Vitezova Karadordeve zvezde,64000,58,1103,2.5,Novo,NA,Etazno,Nije uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.79339,20.5249
Zvezdara,Mirijevo,Mirijevsko Brdo,64000,59,1085,2.5,Novo,Prizemlje,Norveski radijatori,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.81153,20.52835
Zvezdara,Cvetanova Cuprija,Cvetanova Cuprija,64000,65,985,2.5,Novo,NA,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2019,44.77143,20.51277
Zemun,Altina,Ugrinovacki put,63700,49,1300,2.5,Novo,4,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.85837,20.35507
Novi Beograd,Ledine,Žanke Stokic,63630,60,1061,2.5,Novo,NA,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.803148,20.330277
Zvezdara,Mirijevo,Jelisavete Andrejevic,63000,63,1000,2.5,Novo,Nisko,Etazno,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.79333,20.53213
Zvezdara,Mirijevo,Sejkina,63000,69,913,2.5,Novo,1,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.79762,20.529
Zvezdara,Mirijevo,Matice Srpske,62700,54,1161,2.5,Novo,NA,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2020,44.78901,20.53792
Zvezdara,Mirijevo,Matice srpske,62700,54,1161,2.5,Novo,NA,Norveski radijatori,NA,1,0,1,0,0,0,NA,2019,44.78901,20.53792
Zvezdara,Mirijevo,Sevarice,62500,47,1330,2.5,Novo,3,Struja,Uknjizeno,0,1,0,1,0,0,Prazno,2018,44.79548,20.52497
Zvezdara,Mirijevo,Vlastimira Ðuze Stojiljkovica,62100,54,1150,2.5,Novo,NA,Norveski radijatori,Uknjizeno,1,0,1,0,0,0,Namesteno,NA,44.79313,20.50491
Zvezdara,Mirijevo,Vlastimira Ðuze Stojiljkovica,62100,54,1150,2.5,Novo,Prizemlje,Norveski radijatori,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.79313,20.50491
Zvezdara,Mirijevo,Vlastimira Ðuze Stojiljkovica,62100,54,1150,2.5,Novo,1,Norveski radijatori,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.79313,20.50491
Obrenovac,,Obrenovac,61750,65,950,2.5,Novo,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.65374,20.20248
Obrenovac,,Obrenovac,61620,61,1010,2.5,Novo,4,NA,NA,0,1,1,0,0,0,Prazno,NA,44.65374,20.20248
Zvezdara,Mirijevo,Kapetana Milosa Žunica,61618,52,1185,2.5,Novo,NA,Etazno,Uknjizeno,0,1,0,1,0,0,NA,2020,44.79345,20.53875
Cukarica,Bele Vode,bele vode,61000,52,1173,2.5,Novo,2,Norveski radijatori,Uknjizeno,0,0,1,0,0,0,Prazno,2018,44.75191,20.40256
Vozdovac,Kumodraz,Hrizantema,60000,51,1176,2.5,Novo,3,Gas,NA,1,1,1,0,0,0,NA,2019,44.74093,20.49984
Zemun,Zemun Polje,Dejana Dubajica,59900,53,1130,2.5,Novo,Prizemlje,Etazno,Uknjizeno,1,0,1,0,0,0,Namesteno,NA,44.87389,20.31566
Zvezdara,Mirijevo,Mihaila Bulgakova,59400,54,1100,2.5,Novo,Prizemlje,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.78725,20.54187
Zemun,Batajnica,Vojvodanskih brigada,59145,55,1075,2.5,Novo,1,NA,Uknjizeno,1,0,1,0,0,0,NA,2019,44.90502,20.29055
Zemun,Batajnica,Stevana Dubajica,59000,53,1113,2.5,Novo,2,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.8945,20.28723
Rakovica,Miljakovac,Borska,57600,48,1200,2.5,Novo,3,Struja,Uknjizeno,0,0,2,0,0,0,Prazno,2018,44.75006,20.45577
Zvezdara,Mirijevo,Zagradje,57420,58,990,2.5,Novo,NA,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.79577,20.53363
Zvezdara,Mirijevo,Miodraga Protica,57000,47,1213,2.5,Novo,2,Gas,Uknjizeno,1,0,0,1,0,0,Namesteno,2012,44.79186,20.50346
Zvezdara,Mirijevo,Mirijevo,57000,47,1213,2.5,Novo,2,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.79313,20.50491
Zvezdara,Mirijevo,Marka Todorovica,57000,48,1188,2.5,Novo,4,Gas,Uknjizeno,0,0,0,1,0,0,Prazno,NA,44.80314,20.48758
Savski Venac,Senjak,Senjacka,57000,49,1163,2.5,Novo,Suteren,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.79342,20.43997
Zvezdara,Zeleno Brdo,Losinjska,56000,46,1217,2.5,Novo,2,Struja,Uknjizeno,1,0,1,0,0,0,NA,NA,44.78585,20.52339
Zvezdara,Mirijevo,Teodora Mirijevskog,56000,50,1120,2.5,Novo,Nisko,Etazno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.79455,20.53613
Zvezdara,Mirijevo,Teodora Mirijevskog,56000,100,560,2.5,Novo,Suteren,Norveski radijatori,Uknjizeno,1,1,1,0,0,0,Namesteno,2015,44.79455,20.53613
Rakovica,Miljakovac,Borska,55200,46,1200,2.5,Novo,3,Struja,Uknjizeno,0,0,1,0,0,0,Prazno,2018,44.75006,20.45577
Zvezdara,Konjarnik,Mikenska,55200,48,1150,2.5,Novo,Prizemlje,NA,Uknjizeno,0,0,0,1,0,0,Prazno,1978,44.77759,20.51365
Rakovica,Miljakovac,Milakovacke staze,55000,57,965,2.5,Novo,Nisko,Norveski radijatori,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2018,44.73989,20.46319
Zemun,Zemun Polje,Burgerovih,55000,62,887,2.5,Novo,3,Etazno,NA,1,0,1,0,0,0,NA,2015,44.87601,20.32553
Obrenovac,,Obrenovac,55000,63,873,2.5,Novo,Suteren,Centralno,Uknjizeno,1,0,1,0,0,0,Prazno,2003,44.65374,20.20248
Vozdovac,Kumodraz,Kruzna,55000,68,809,2.5,Novo,NA,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.74669,20.50325
Zemun,Altina,Ugrinovacki put,54600,52,1050,2.5,Novo,4,Etazno,NA,0,1,0,0,0,0,Prazno,2018,44.85837,20.35507
Zvezdara,Mirijevo,Dragoslava Srejovica,54000,54,1000,2.5,Novo,Prizemlje,Etazno,Uknjizeno,1,0,1,0,0,0,Prazno,2014,44.81231,20.50494
Zvezdara,Mirijevo,Sejkina,54000,57,947,2.5,Novo,2,Gas,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2014,44.79762,20.529
Zemun,Zemun Polje,Dejana Dubajica,54000,57,947,2.5,Novo,Prizemlje,Etazno,Uknjizeno,1,0,1,0,0,0,Namesteno,NA,44.87389,20.31566
Zvezdara,Mirijevo,Mihaila Bulgakova,53000,53,1000,2.5,Novo,3,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.78725,20.54187
Palilula,Visnjicka Banja,Despotovacka,52900,46,1150,2.5,Novo,3,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,2019,44.82354,20.54227
Zvezdara,Mirijevo,Vitezova Karadordeve zvezde,52500,50,1050,2.5,Novo,Suteren,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,2019,44.79339,20.5249
Palilula,Visnjica,Marsala Tita,52200,58,900,2.5,Novo,Prizemlje,Etazno,Nije uknjizeno,0,0,1,0,0,0,Prazno,NA,44.82943,20.54627
Grocka,Kaluderica,Partizanska,52080,62,840,2.5,Novo,2,Struja,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.77107,20.53562
Palilula,Visnjicka Banja,Dragana Lukica,52000,52,1000,2.5,Novo,Prizemlje,Etazno,Uknjizeno,0,0,1,0,0,0,Polunamesteno,NA,44.81453,20.54294
Zvezdara,Mirijevo,Zagradje,51860,49,1058,2.5,Novo,NA,Etazno,NA,0,NA,NA,NA,NA,NA,Prazno,2020,44.79577,20.53363
Zvezdara,Mirijevo,VII Beogradska gimnazija,51860,50,1037,2.5,Novo,NA,Struja,Nije uknjizeno,0,1,0,0,0,0,Prazno,NA,44.79313,20.50491
Zvezdara,Mirijevo,Mihaila Bulgakova,51750,45,1150,2.5,Novo,Prizemlje,Norveski radijatori,Nije uknjizeno,0,1,0,0,0,0,Namesteno,2020,44.78725,20.54187
Zvezdara,Mirijevo,Mirijevo,51660,54,957,2.5,Novo,2,TA pec,Uknjizeno,1,1,0,1,0,0,NA,2020,44.79313,20.50491
Vozdovac,,Bukovicka,51600,43,1200,2.5,Novo,1,Etazno,Uknjizeno,0,1,0,1,0,0,NA,NA,44.79863,20.480841
Zvezdara,Mirijevo,Zagradje,51450,49,1050,2.5,Novo,NA,Etazno,Nije uknjizeno,0,1,0,0,0,0,Prazno,2020,44.79577,20.53363
Zvezdara,Mirijevo,Miliceva,51000,46,1109,2.5,Novo,5,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,2018,44.79325,20.52603
Palilula,Borca,Borca,51000,50,1020,2.5,Novo,1,Struja,NA,0,1,1,0,0,0,Namesteno,NA,44.81118,20.47897
Zemun,Zemun Polje,Dejana Dubajica,51000,58,879,2.5,Novo,1,NA,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.87389,20.31566
Zvezdara,Mirijevo,Mihaila Bulgakova,50600,46,1100,2.5,Novo,Prizemlje,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.78725,20.54187
Zvezdara,Mirijevo,Mihaila Bulgakova,50400,48,1050,2.5,Novo,Suteren,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,2019,44.78725,20.54187
Grocka,Kaluderica,Partizanska,50400,60,840,2.5,Novo,2,Struja,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.77107,20.53562
Palilula,Visnjicka Banja,Despotovacka,50050,45,1112,2.5,Novo,3,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.82354,20.54227
Palilula,Visnjicka Banja,Despotovacka,50050,45,1112,2.5,Novo,3,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.82354,20.54227
Zemun,Zemun Polje,Negovana Ljubinkovica,50000,52,962,2.5,Novo,2,Podno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.87543,20.31564
Obrenovac,,Obrenovac,50000,57,877,2.5,Novo,1,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.65374,20.20248
Grocka,Kaluderica,Partizanska,49800,60,830,2.5,Novo,1,Etazno,NA,1,0,1,0,0,0,Prazno,NA,44.77107,20.53562
Zvezdara,Cvetanova Cuprija,Petkov kladenac,49000,41,1195,2.5,Novo,2,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2017,44.7644,20.52167
Zemun,Sava Kovacevic,Prvomajska,49000,65,754,2.5,Novo,6,Centralno,NA,0,0,1,0,0,0,NA,NA,44.84202,20.38492
Rakovica,Miljakovac,Miljakovacki vinogradi,48500,65,746,2.5,Novo,Prizemlje,Struja,Uknjizeno,1,NA,NA,NA,NA,NA,NA,2015,44.73693,20.45417
